source_type,source_file,source_sheet,source_lot,external_county,external_subcounty,external_settlement,external_contract,effective_contract,external_financier,external_cluster,matched_settlement_id,matched_settlement_name,matched_settlement_code,settlement_match_method,settlement_match_score,matched_county_id,matched_subcounty_id,matched_project_id,matched_project_title,matched_project_code,project_match_method,project_match_score,project_location_id,comp11_titles_expected,comp11_population,comp11_lot,comp11_cluster,roads_km_planned,roads_km_achieved,drainage_km_planned,drainage_km_achieved,water_pipeline_km_planned,water_pipeline_km_achieved,water_connections_planned,water_connections_achieved,ablution_blocks_planned,ablution_blocks_achieved,highmast_lights_planned,highmast_lights_achieved,streetlights_planned,streetlights_achieved,vending_platforms_planned,vending_platforms_achieved,sewer_connections_planned,sewer_connections_achieved,water_kiosks_planned,water_kiosks_achieved,footpaths_km_planned,footpaths_km_achieved,roads_km_indicator_name,roads_km_category_title,roads_km_activity_code,drainage_km_indicator_name,drainage_km_category_title,drainage_km_activity_code,water_pipeline_km_indicator_name,water_pipeline_km_category_title,water_pipeline_km_activity_code,water_connections_indicator_name,water_connections_category_title,water_connections_activity_code,ablution_blocks_indicator_name,ablution_blocks_category_title,ablution_blocks_activity_code,highmast_lights_indicator_name,highmast_lights_category_title,highmast_lights_activity_code,streetlights_indicator_name,streetlights_category_title,streetlights_activity_code,vending_platforms_indicator_name,vending_platforms_category_title,vending_platforms_activity_code,sewer_connections_indicator_name,sewer_connections_category_title,sewer_connections_activity_code,water_kiosks_indicator_name,water_kiosks_category_title,water_kiosks_activity_code,footpaths_km_indicator_name,footpaths_km_category_title,footpaths_km_activity_code,keep,match_notes
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,"Kidunguni,",Phase 2 RFB,Phase 2 RFB,IDA,PHASE 1 KILIFI + CLUSTER 2,6,Kindunguni,settment_08,fuzzy,103,1,,98,"Survey and Planning In Selected Informal Setlements In Mombasa, kwale and Tana river counties Cluster 1(Geodev)",KE-MOTI-382543-CS-QCBS,settlement_project_location,130,209,399,,PHASE IIA (LOT 6),Cluster 1,0.56308,0.19012,1.35,0.525,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,"Chaani,",Phase 2 RFB,Phase 2 RFB,IDA,PHASE 1 KILIFI + CLUSTER 2,9,Chaani,4LAU1WXRUz6LucDPa5gJmp,exact,100,1,,73,Infrastructure upgrading  In Mombasa,KE-MOMBASA COUNTY-394914-CW-RFQ,county_infra_unique,90,,,,,,0.61749,0.61749,0.61749,0.61749,4.886,0,860,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,"Misufini,",Phase 2 RFB,Phase 2 RFB,IDA,PHASE 1 KILIFI + CLUSTER 2,7,Misufini(Mombasa),settment_10,fuzzy,108,1,,123,"Development of Settlements Level Community Development Plans (CDPs) Phase 2 in Mombasa County
",MLHUD/KISIP/CS/TBD,settlement_project_location,130,388,,,,,1.40935,0,1.40935,0,5.636,0,591,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,Kisumu Ndogo,Phase 2 RFB,Phase 2 RFB,IDA,PHASE 1 KILIFI + CLUSTER 2,5,Kisumu Ndogo (Mombasa),settment_09,fuzzy,108,1,,73,Infrastructure upgrading  In Mombasa,KE-MOMBASA COUNTY-394914-CW-RFQ,county_infra_unique,90,,,,,,1.219,1.115,3.449,1.214,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,Majaoni,Phase 2 RFB,Phase 2 RFB,IDA,PHASE 1 KILIFI + CLUSTER 2,768,Majaoni,oBNqKU9XD,exact,100,1,,123,"Development of Settlements Level Community Development Plans (CDPs) Phase 2 in Mombasa County
",MLHUD/KISIP/CS/TBD,settlement_project_location,130,387,,,,,3.879,0.9308531,3.879,0.308,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,"Likoni 203,",Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,18,Likoni 203,settment_14,exact,100,1,,123,"Development of Settlements Level Community Development Plans (CDPs) Phase 2 in Mombasa County
",MLHUD/KISIP/CS/TBD,settlement_project_location,130,389,,,,,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,"Kidunguni,",Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,6,Kindunguni,settment_08,fuzzy,103,1,,98,"Survey and Planning In Selected Informal Setlements In Mombasa, kwale and Tana river counties Cluster 1(Geodev)",KE-MOTI-382543-CS-QCBS,settlement_project_location,130,209,,,,,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,"Chaani,",Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,9,Chaani,4LAU1WXRUz6LucDPa5gJmp,exact,100,1,,73,Infrastructure upgrading  In Mombasa,KE-MOMBASA COUNTY-394914-CW-RFQ,county_infra_unique,90,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,"Misufini,",Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,7,Misufini(Mombasa),settment_10,fuzzy,108,1,,123,"Development of Settlements Level Community Development Plans (CDPs) Phase 2 in Mombasa County
",MLHUD/KISIP/CS/TBD,settlement_project_location,130,388,,,,,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,Kisumu Ndogo,Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,5,Kisumu Ndogo (Mombasa),settment_09,fuzzy,108,1,,73,Infrastructure upgrading  In Mombasa,KE-MOMBASA COUNTY-394914-CW-RFQ,county_infra_unique,90,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Mombasa,,Majaoni,Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,768,Majaoni,oBNqKU9XD,exact,100,1,,123,"Development of Settlements Level Community Development Plans (CDPs) Phase 2 in Mombasa County
",MLHUD/KISIP/CS/TBD,settlement_project_location,130,387,,,,,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,,,,,0,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Matondoni,Phase 2 Lot 1,Phase 2 Lot 1,IDA,PHASE 1 KILIFI + CLUSTER 2,188,Matondoni,sett183,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,,,0.816,0.816,0,0,0,0,0,0,1,1,0,0,0,0,0.812,0.812,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Witu,Phase 2 Lot 2,Phase 2 Lot 2,AFD,PHASE 1 KILIFI + CLUSTER 2,506,Witu,sett575,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,,,0.146,0.146,0,0,0,0,0,0,1,1,0,0,0,0,0.854,0.854,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Mokowe,Phase 2 Lot 2,Phase 2 Lot 2,AFD,PHASE 1 KILIFI + CLUSTER 2,503,Mokowe,sett574,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,1.033,1.033,1.2269999999999999,1.2269999999999999,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Wiyoni,Phase 2 Lot 2,Phase 2 Lot 2,AFD,PHASE 1 KILIFI + CLUSTER 2,191,Wiyoni,sett186,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,,,1.013,1.013,0,0,0,0,0,0,1,1,0,0,0,0,1.013,1.013,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Faza,Phase 2 Lot 3,Phase 2 Lot 3,AFD,PHASE 1 KILIFI + CLUSTER 2,184,Faza,sett181,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,,,1.823,1.823,0,0,0,0,0,0,1,1,0,0,0,0,1.823,1.823,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Kiunga,Phase 2 Lot 3,Phase 2 Lot 3,AFD,PHASE 1 KILIFI + CLUSTER 2,186,Kiunga old town,sett182,fuzzy,108,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,1.15,0,1.15,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,"Faza,",Phase 2 RFQ,Phase 2 Lot 3,IDA,PHASE 1 KILIFI + CLUSTER 2,184,Faza,sett181,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,contract resolved: Phase 2 Lot 3; no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Matondoni,Phase 2 RFQ,Phase 2 Lot 1,IDA,PHASE 1 KILIFI + CLUSTER 2,188,Matondoni,sett183,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,contract resolved: Phase 2 Lot 1; no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Mokowe,Phase 2 RFQ,Phase 2 Lot 2,IDA,PHASE 1 KILIFI + CLUSTER 2,503,Mokowe,sett574,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,contract resolved: Phase 2 Lot 2; no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Witu,Phase 2 RFQ,Phase 2 Lot 2,IDA,PHASE 1 KILIFI + CLUSTER 2,506,Witu,sett575,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,contract resolved: Phase 2 Lot 2; no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Lamu,,Wiyoni,Phase 2 RFQ,Phase 2 Lot 2,IDA,PHASE 1 KILIFI + CLUSTER 2,191,Wiyoni,sett186,exact,100,5,,166,"Survey and Planning In 6 Selected Informal Settlements In Isiolo, Lamu and Kilifi County Cluster 3 Phase IID Lot 9",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,contract resolved: Phase 2 Lot 2; no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Kwale,,Kombani,Phase 2 RFB,Phase 2 RFB,AFD,PHASE 1 KILIFI + CLUSTER 2,185,Kombani,sett180,exact,100,2,,64,Infrastructure upgrading  In Kwale  ,KE-KWALE COUNTY-405086-CW-RFB,county_infra_unique,90,,,,,,2.164,2.164,2.26,2.26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Kwale,,Kombani,Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,185,Kombani,sett180,exact,100,2,,64,Infrastructure upgrading  In Kwale  ,KE-KWALE COUNTY-405086-CW-RFB,county_infra_unique,90,,,,,,0,0,0,0,0,0,0,0,0,0,5,5,70,70,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Taita Taveta,,Aseko/Mlekenyi,Phase 2 RFB,Phase 2 RFB,AFD,PHASE 1 KILIFI + CLUSTER 2,1296,Mlekenyi,VoiMle01,exact,100,6,,66,Infrastructure upgrading  In Taita Taveta,KE-TAITA TAVETA COUNTY-406917-CW-RFB,county_infra_unique,90,,,,,,1.117,1.117,1.117,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Taita Taveta,,Upper Kariokor,Phase 2 RFB,Phase 2 RFB,AFD,PHASE 1 KILIFI + CLUSTER 2,236,Upper Kariokor,sett251,exact,100,6,,66,Infrastructure upgrading  In Taita Taveta,KE-TAITA TAVETA COUNTY-406917-CW-RFB,county_infra_unique,90,,,,,,1.294,1.294,1.294,0.624,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Taita Taveta,,Aseko/Mlekenyi,Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,1296,Mlekenyi,VoiMle01,exact,100,6,,66,Infrastructure upgrading  In Taita Taveta,KE-TAITA TAVETA COUNTY-406917-CW-RFB,county_infra_unique,90,,,,,,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,PHASE 1 KILIFI + CLUSTER 2 ,,Taita Taveta,,Upper Kariokor,Phase 2 RFQ,Phase 2 RFQ,IDA,PHASE 1 KILIFI + CLUSTER 2,236,Upper Kariokor,sett251,exact,100,6,,66,Infrastructure upgrading  In Taita Taveta,KE-TAITA TAVETA COUNTY-406917-CW-RFB,county_infra_unique,90,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
pdo,PDO Tracking Matrix  29-05-2026 NPCT.xlsx,CLUSTER 3,,Homa Bay,,1000 Street,Phase 2 Lot 1 RFB,Phase 2 Lot 1 RFB,IDA,CLUSTER 3,648,A Thousand street ,sett742,fuzzy,79,43,,155,"Survey and Planning In Selected Informal Setlements In West Pokot, Trans nzoia, Bungoma, Homa Bay County Cluster 3 Phase I Lot 5",MLHUD/KISIP/CS/TBD,lot_cluster_fuzzy,37,,,,,,1.46,0,2.093,0,0,0,0,0,0,0,2,0,62,0,0,0,0,0,0,0,0,0,Access roads,Constructed,AC15,Storm water drainage,Constructed,AC23,Water reticulation pipes,Constructed,AC42,Household water connections,Installed,AC14,Ablution blocks,Constructed,,Floodlights,Installed,AC20,Street lights and power connections,Constructed,AC21,Markets and commercial facilities,Constructed,,Sewer lines,Installed,AC25,Water kiosks,Installed,,Footpaths,Constructed,AC17,Y,no project_location link
